,Code,PT,DOMES,Description,Lat,Lon,Height
4200,WDBN,A,77001P846,WOODBURN COOP,45 10 15.1,237 07 47.8,39.8
4201,LOYC,A,77000P605,LOYOLA C COOP,39 07 12.5,281 47 57.3,201.8
4202,LCBU,A,77000P579,BUCHANAN COOP,30 43 54.6,261 31 57.1,285.1
4203,LCRH,A,77000P580,RIDGE HARBOR COOP,30 28 43.5,261 53 14.0,227.1
4204,LCSM,A,77000P582,SMITHVILLE COOP,30 00 30.4,262 52 28.2,72.7
4205,LCWD,A,77000P583,LCRAWIRTZDAM COOP,30 33 16.3,261 39 44.0,238
4206,NCSR,A,77001P008,Sparta,36 29 51.9,278 53 07.0,838.7
4207,DP2A,A,77000P307,DUPAGE CNTY 2 COOP,41 54 01.3,272 02 04.7,176.8
4208,DP4A,A,77000P309,KNOLLWOOD PW COOP,41 42 49.4,272 04 06.4,159.5
4209,DP1A,A,77000P306,DUPAGE CNTY COOP,41 52 02.5,271 51 26.3,207.3
4210,DP3A,A,77000P308,NAPERVILLE COOP,41 45 53.4,271 49 23.1,191
4211,DP5A,A,77000P310,HANOVER PARK COOP,41 59 22.4,271 50 34.0,221.4
4212,VODG,A,77001P827,DOWNERGROVE COOP,41 47 41.8,271 59 45.2,193.6
4213,NWBG,A,49463S001,ADEPAZ COOP,45 18 00.1,237 01 28.0,42.6
4214,P261,A,77001P297,HunterHillCN2004,38 09 10.6,237 46 56.8,118.2
4215,AC70,A,77000P067,Brokebits_AK2003,63 18 16.9,211 48 42.0,810.9
4216,AC75,A,77000P071,Hurricane_AK2002,62 59 57.4,210 23 28.2,608.6
4217,AB04,A,77000P006,Savoonga__AK2007,63 39 24.7,189 25 57.2,136.6
4218,OHDT,A,77001P148,CITY OF DAYTON,39 45 53.0,275 49 09.6,195.4
4219,ALLG,A,77000P115,CUMBERLAND COOP,39 39 13.9,281 16 09.4,174.5
4220,NCMU,A,77000P990,Murphy,35 04 06.8,276 02 00.6,474.8
4221,AZFL,A,77000P164,NAU FLAGSTAFF,35 10 38.3,248 20 34.6,2088
4222,AZYU,A,77000P185,City of Yuma,32 39 30.0,245 28 22.4,36.9
4223,NCSQ,A,77001P007,Swanquarter,35 23 40.8,283 40 26.6,-31.8
4224,NCWC,A,77001P015,Walnut Cove,36 22 19.7,279 48 54.3,275
4225,LOYZ,A,77000P622,LOYOLA Z,36 51 48.9,283 25 35.1,-20.8
4226,NJGT,A,49387M001,R Stockton Coll,39 28 28.2,285 28 09.0,-12.4
4227,AC62,A,77000P065,DenliHwy32AK2004,63 05 00.9,213 41 14.2,1347.1
4228,TIFF,A,49652S001,Tiffin,41 04 29.9,276 50 58.5,210.4
4229,OHRI,A,77001P170,Richland County CORS,40 46 05.3,277 26 21.6,364.2
4230,PKTN,A,49649S001,Piketon,39 02 43.6,276 58 32.1,143.2
4231,BLA1,A,77000P200,BlacksburgVA2006,37 12 40.8,279 34 46.1,605.7
4232,MNCL,A,77000P771,CLARA CITY,44 56 57.3,264 35 24.8,294.8
4233,AZPS,A,77000P174,PRESCOTT,34 36 30.8,247 32 21.3,1574.3
4234,LS03,A,77000P627,LOYOLA LS03,36 47 19.4,284 02 25.6,-23.4
4235,ROSS,A,40159M001,Rossport,48 50 01.4,272 28 49.4,149.8
4236,P033,A,77001P225,TenSleepTRWY2005,43 57 10.4,252 36 44.8,1375.9
4237,KEN5,A,49995M001,Kenai 5,60 40 30.2,208 38 59.3,56.3
4238,KYW5,A,49852S005,Key West 5,24 34 56.1,278 20 49.0,-13.6
4239,KYW6,A,49852S006,Key West 6,24 34 56.3,278 20 49.9,-13.7
4240,GTK0,A,43602S007,Grand Turk,21 25 58.0,288 51 19.4,-31.1
4241,ILUC,A,77000P470,Univ Illinois 2,40 05 56.3,271 46 46.9,232.6
4242,TXAN,A,49581S001,San Antonio RRP2,29 29 28.3,261 25 24.0,263.8
4243,AB41,A,77000P024,EagleAirptAK2006,64 46 38.3,218 50 30.9,286
4244,AHID,A,77000P081,AUBURN HATCHERY,42 46 23.2,248 56 10.5,1975.5
4245,ZLC1,A,77001P921,SALT LAKE WAAS 1,40 47 09.7,248 02 52.1,1287
4246,OHMO,A,77001P166,MONROE COUNTY,39 46 36.4,278 53 51.4,336.7
4247,NCBU,A,77000P960,BURLINGTON,36 05 29.6,280 33 47.8,172.1
4248,CME5,A,77000P258,Cape Mendocino 5,40 26 30.3,235 36 13.1,305.7
4249,MWRD,A,77000P952,MWRD CHICAGO COOP,41 40 05.7,272 24 08.9,153.5
4250,CME6,A,77000P259,Cape Mendocino 6,40 26 29.0,235 36 13.2,304
4251,MAWY,A,77000P649,MAWY_EBRY_WY1998,44 58 24.3,249 18 38.5,1824.3
4252,CORB,A,49746S001,Corbin,38 12 07.8,282 37 35.4,35.9
4253,GALP,A,49600S001,Gallipolis,38 50 39.1,277 43 19.8,168.2
4254,AB13,A,77000P010,ChignikLgnAK2006,56 18 26.3,201 29 46.3,487.8
4255,AB11,A,40421M002,Nome_AnvilAK2006,64 33 52.1,194 37 35.5,349.5
4256,GABY,A,77000P363,BLAKELY,31 22 39.3,275 03 53.3,63.6
4257,KNTN,A,49598S001,Kenton,40 37 49.6,276 23 06.6,264.8
4258,LOYQ,A,77000P616,LOYOLA LOYQ,39 38 02.6,282 17 08.8,127.2
4259,URIL,A,77001P812,U OF RI COOP,41 29 20.1,288 28 20.2,44.4
4260,GSC1,A,77000P389,GLENWOOD SPRINGS,39 32 49.0,252 40 20.8,1756.4
4261,KA20,A,77000P529,PERU,41 19 42.3,270 51 12.0,158.9
4262,KA10,A,77000P522,ORLAND HILLS COOP,41 35 53.8,272 09 09.9,192.2
4263,SJB1,A,77001P581,SJB GROUP COOP,30 23 45.8,268 53 34.1,-3
4264,GSSP,A,77000P390,GLENVILLE COOP,38 56 44.5,279 10 26.5,236.8
4265,PRDU,A,77001P497,PURDUE UNIV COOP,40 25 39.6,273 05 20.2,173.9
4266,KA14,A,77000P525,EIU COOP,39 28 49.7,271 48 53.8,181.6
4267,GABK,A,77000P360,BRUNSWICK,31 09 02.5,278 30 13.8,-15.3
4268,TN17,A,77001P618,TDOT DISTRICT 17,35 48 48.1,275 59 42.4,280
4269,NCWJ,A,77001P018,WEST JEFFERSON,36 23 34.9,278 31 17.7,933.5
4270,TN18,A,77001P619,TDOT DISTRICT 18,36 21 57.0,277 49 17.7,444.6
4271,AZTP,A,77000P180,TEMPE,33 26 44.4,248 03 44.4,360.4
4272,AC17,A,77000P040,DriftRiverAK2006,60 39 50.0,207 35 46.1,882.6
4273,MARS,A,10073M008,Marseille,43 16 43.5,5 21 13.6,61.8
4274,GATF,A,77000P378,TIFTON,31 27 06.8,276 29 27.1,96.1
4275,VTDA,A,77001P833,DANBY,43 20 59.8,287 00 17.1,192.8
4276,VTIP,A,77001P836,Island Pond,44 49 12.2,288 06 34.1,340.6
4277,OBEC,A,77001P138,OBEC CONS COOP,44 03 57.4,236 54 06.6,111.8
4278,BJAB,A,32707M001,Abomey,7 10 56.4,2 00 01.9,243.8
4279,BJCO,A,32701M001,Cotonou,6 23 04.7,2 27 00.0,30.7
4280,OHHU,A,77001P155,Huron County,41 10 36.3,277 26 19.0,253.3
4281,OHLO,A,77001P160,Lorain County,41 17 36.5,277 46 01.5,220.1
4282,HSIB,A,77000P420,BURLINGAME COOP,37 35 31.6,237 37 50.1,-24
4283,PLSB,A,77001P480,WOODLAND COOP,38 41 06.1,238 14 14.8,-7.7
4284,KAR4,A,77000P534,KARA CO 4 COOP,40 07 53.8,271 42 36.1,219.7
4285,SFSD,A,77001P570,SIOUX FALLS COOP,43 34 19.4,263 16 17.3,427.4
4286,OHJE,A,77001P156,JEFFERSON COUNTY,40 22 29.3,279 16 13.0,337.3
4287,OHPO,A,77001P168,PORTAGE COUNTY,41 06 21.7,278 45 19.6,308.8
4288,SAM1,A,77001P539,SAM1 AUSTIN COOP,30 14 18.9,262 09 28.3,207.5
4289,SGI1,A,77001P571,SCHULTZ GROUP COOP,29 43 15.1,261 51 08.2,224.6
4290,LOYI,A,77000P610,LOYOLA I,38 01 59.4,281 29 17.5,155
4291,LOYJ,A,77000P611,LOYOLA J,38 28 20.9,281 59 23.8,103.9
4292,LOYO,A,77000P614,LOYOLA O,38 03 00.6,282 39 08.8,41.9
4293,LOYP,A,77000P615,LOYOLA P,38 01 13.8,280 58 52.7,392.1
4294,LS02,A,77000P626,LOYOLA LS02,37 15 47.9,282 35 20.0,-7.7
4295,NOLA,A,77001P078,Loyola University,29 56 03.7,269 52 47.3,-1.6
4296,WIM6,A,77001P862,Mequon 6,43 11 38.0,271 56 24.4,205.8
4297,TRAK,A,40480M001,Bommer Canyon,33 37 04.5,242 11 47.6,115.5
4298,P056,A,77001P246,PotervilleCS2005,36 01 38.7,240 56 13.6,101.8
4299,COL2,A,40524M001,Colima,19 14 39.9,256 17 53.2,528.8
4300,TLKA,A,49999S001,Talkeetna,62 18 27.5,209 34 46.9,166
4301,P270,A,77001P300,HopkinSlghCN2005,39 14 37.5,237 56 41.2,-12.3
4302,P302,A,77001P314,PanocheCrkCN2004,36 38 05.0,239 22 53.1,122.7
4303,KA21,A,77000P530,WOODFORD,40 47 29.3,270 48 14.2,192
4304,GARF,A,49547S001,Garfield Hts,41 24 56.8,278 23 06.3,253.1
4305,CHUR,A,40128M002,"CHURCHILL, CANADA",58 45 32.6,265 54 40.5,-19.3
4306,MC07,A,77000P656,DEBEQUE,39 19 03.9,251 47 13.6,1488.2
4307,VTMI,A,77001P837,MIDDLEBURY,43 59 55.0,286 50 50.6,94.9
4308,MYT5,A,77000P953,Myton 5,40 06 09.5,249 57 06.5,1610.1
4309,PPT6,A,77001P494,Pigeon Point 6,37 11 12.5,237 36 36.7,5.9
4310,P693,A,77001P421,MSH_NWDOMEWA2004,46 12 37.1,237 47 51.5,2113
4311,PCK5,A,77001P470,Pickford 5,46 03 53.1,275 38 17.3,216.2
4312,OHLU,A,77001P161,Lucas County,41 43 16.4,276 28 25.3,150.2
4313,LSBN,A,49597S001,Lisbon,40 46 08.9,279 11 22.5,313.2
4314,GCGT,A,80401M001,George Town,19 17 34.6,278 37 13.9,8.4
4315,VTBE,A,77001P828,BENNINGTON,42 52 57.0,286 48 00.3,182.7
4316,ISBS,A,77000P511,IRAQ SURVY BASRAH,30 29 13.2,47 47 44.0,-2.4
4317,STL8,A,77001P598,St Louis 8,38 36 39.9,270 14 28.7,157.3
4318,COFC,A,77000P272,FORT COLLINS,40 35 36.1,254 50 22.3,1595.1
4319,WIM5,A,77001P861,Mequon 5,43 11 37.9,271 56 25.6,205.4
4320,AB48,A,77000P028,PortAlexanAK2005,56 14 42.2,225 21 10.8,5.3
4321,MNLS,A,77000P791,LESUEUR,44 26 28.1,266 05 35.3,238.9
4322,POTS,A,14106M003,"Potsdam, Germany",52 22 45.4,13 03 57.9,144.4
4323,UPO5,A,77001P810,Upolu Point 5,20 14 45.1,204 06 58.2,78.3
4324,AZGB,A,49541S001,GILA COUNTY,33 23 43.2,249 13 42.7,1097.8
4325,CHAB,A,77000P238,CHAB_BARD_CN1991,37 43 26.8,237 52 50.4,214
4326,PACS,A,77001P453,SHIPPENVILLE,41 14 21.8,280 34 14.6,413.3
4327,LS01,A,77000P625,LOYOLA LS01,37 09 00.3,277 32 38.1,518.1
4328,P584,A,77001P392,POTREROCRKCS2004,33 53 33.3,243 02 54.0,738.7
4329,LMNO,A,49420M001,Lamont,36 41 07.6,262 31 09.3,279.7
4330,MNRM,A,77000P803,RUSHMORE,43 38 14.5,264 13 47.5,488.8
4331,PAII,A,77001P460,INDIANA,40 36 20.2,280 48 50.6,377.9
4332,TXOE,A,77001P750,ODESSA,31 52 24.5,257 41 09.7,856.1
4333,OHFN,A,77001P151,Fulton County,41 33 29.8,275 51 54.4,204
4334,GACL,A,77000P365,CARROLLTON,33 37 57.7,274 50 39.3,323.2
4335,IDBB,A,77000P457,Idaho Falls,43 28 53.8,247 57 30.2,1427.7
4336,AC60,A,77000P063,Westeast__AK2008,52 42 52.6,174 04 34.5,18.3
4337,NCLI,A,77000P985,LILLINGTON 2004,35 25 12.5,281 11 19.6,24.3
4338,MOSP,A,77000P897,SAINT PETERS,38 48 23.1,269 21 04.3,119.8
4339,INHC,A,77000P486,HENDRICKS COUNTY,39 45 24.6,273 28 36.4,261.3
4340,NCBC,A,77000P956,BRYSON CITY,35 22 21.5,276 29 36.6,564.8
4341,TXCL,A,77001P690,CLARENDON,34 57 04.4,259 05 11.8,821.1
4342,TXME,A,77001P741,MEMPHIS,34 43 26.0,259 28 14.2,600
4343,FLC5,A,77000P341,Card Sound 5,25 25 53.8,279 31 58.9,-18.3
4344,FLC6,A,77000P342,Card Sound 6,25 25 53.0,279 31 58.8,-18.3
4345,NCRD,A,77000P998,RALEIGH DOT,35 45 49.5,281 25 15.5,50.4
4346,TXPD,A,77001P758,PADUCAH,34 00 44.3,259 42 37.3,533.2
4347,TXQU,A,77001P769,QUANAH,34 17 57.9,260 14 42.0,454.1
4348,AC26,A,77000P044,Cape_Gull_AK2008,58 12 52.3,205 50 58.9,190.1
4349,AC58,A,77000P062,StPaulIsldAK2008,57 09 21.9,189 46 55.8,19.4
4350,PAGW,A,77001P457,Wynsburg,39 53 56.1,279 50 23.6,262.8
4351,NC77,A,77000P954,I77 WELCOME CNTR,35 07 21.2,279 05 01.5,156.2
4352,NCCI,A,77000P964,CEDAR ISLAND,35 01 03.7,283 41 04.7,-32
4353,NCCO,A,49564S001,CONCORD,35 22 35.2,279 26 08.8,153
4354,NCLE,A,77000P984,LEXINGTON,35 48 53.1,279 46 13.7,192.8
4355,FLE5,A,77000P344,Eglin 5,30 38 36.9,273 26 53.0,47
4356,FLE6,A,77000P345,Eglin 6,30 38 37.2,273 26 54.0,46.6
4357,LOYH,A,77000P609,LOYOLA H,37 18 09.7,280 40 31.8,204.5
4358,TXCG,A,77001P686,CHANNING,35 41 17.1,257 40 15.1,1139.4
4359,TXWL,A,77001P805,WELLINGTON,34 50 59.0,259 47 52.4,588.1
4360,TXNO,A,77001P749,NOCONA,33 46 32.3,262 16 26.2,258.3
4361,MSJK,A,77000P925,Jackson,32 19 37.4,269 49 07.1,87.3
4362,MSST,A,77000P938,Starkville,33 27 14.1,271 12 20.8,100
4363,TXOL,A,77001P751,OLNEY,33 21 21.6,261 15 01.0,331.8
4364,TXTH,A,77001P794,THROCKMORTON,33 10 44.2,260 49 55.5,371.9
4365,TABV,A,49901M001,"Wrightwood, CA",34 22 54.6,242 19 18.1,2228
4366,LOYR,A,77000P617,LOYOLA R,39 34 08.7,284 00 44.9,-16
4367,LOYX,A,77000P620,LOYOLA X,37 16 35.0,283 18 16.1,0.9
4368,P630,A,77001P410,OldMammothCS2006,37 36 46.9,240 59 58.4,2740.6
4369,ZKC1,A,77001P919,KANSAS CTY WAAS 1,38 52 48.5,265 12 33.0,305.5
4370,MSDC,A,77000P918,Decatur,32 26 22.9,270 53 15.5,119.6
4371,MSHT,A,77000P923,Hattiesburg,31 19 39.1,270 39 49.3,64.5
4372,MSOX,A,77000P931,Oxford,34 21 50.9,270 28 03.4,141.9
4373,MSYZ,A,77000P939,Yazoo City,32 50 46.8,269 35 16.9,23.9
4374,ASCS,A,77000P148,ALFRED STATE COLL,42 15 19.0,282 12 10.8,549.7
4375,COSO,A,40469M001,"Coso Junction, USA",35 58 56.4,242 11 27.9,1455.2
4376,AZFM,A,77000P165,Fort Mojave Tribe,34 51 08.0,245 24 17.6,119.8
4377,LOYM,A,77000P613,LOYOLA M,38 18 38.1,283 22 02.0,4.8
4378,P041,A,77001P233,MARSHALL FIELD,39 56 58.1,254 48 20.6,1728.8
4379,P693,A,77001P421,MSH_NWDOMEWA2004,46 12 37.1,237 47 51.5,2113
4380,MSNA,A,77000P929,Natchez,31 33 40.3,268 35 43.5,46.1
4381,CORB,A,49746S001,Corbin,38 12 07.8,282 37 35.4,35.9
4382,LOYY,A,77000P621,LOYOLA Y,38 53 18.5,281 30 03.0,220.9
4383,AB49,A,77000P029,KlawockAirAK2006,55 34 48.3,226 55 53.4,17.6
4384,AC67,A,49380M001,PillarMtn_AK2006,57 47 26.5,207 34 28.4,347.2
4385,AB36,A,77000P021,Manley_HotAK2006,65 01 49.4,209 15 21.6,816.5
4386,ZAN1,A,49520S001,ANCHORAGE WAAS 1,61 13 45.1,210 13 11.1,80.2
4387,SIDC,A,77001P576,SEILER DC COOP,38 44 20.6,269 18 24.0,129.8
4388,SRDX,A,77001P586,Surdex MO Coop,38 39 52.7,269 21 20.7,112.8
4389,WHIT,A,40136M001,"WHITEHORSE, CANADA",60 45 01.8,224 46 40.3,1427.4
4390,EZAU,A,77000P335,EASY AUSTIN COOP,30 12 35.5,262 15 47.6,173.4
4391,FEI1,A,77000P339,FORD ENG COOP,29 32 22.6,261 35 03.7,228.2
4392,TXBR,A,77001P673,BORGER,35 38 25.0,258 36 07.6,946.6
4393,R301,A,77001P513,CRAWFORD,38 39 23.7,252 24 32.5,2024.2
4394,LOYE,A,77000P607,LOYOLA E COOP,38 49 08.7,278 17 19.1,162.7
4395,AB28,A,77000P018,Rainy_PassAK2006,62 05 37.7,207 11 06.2,1582.7
4396,EIL2,A,49805S001,Alaska NGA collocated,64 41 16.5,212 53 13.3,176.5
4397,UTEP,A,77001P813,UTEP COOP,31 46 22.4,253 29 37.2,1210.5
4398,WVHU,A,77001P885,Marshall Univ-Hun,38 25 22.6,277 34 31.0,186.4
4399,WVRA,A,77001P892,Marshall Univ-Rav,38 56 28.8,278 14 55.1,148
4400,DWI1,A,77000P321,CLUTE COOP,29 00 48.9,264 35 46.8,-20
4401,GVLT,A,49797S001,Greenville Technical C,34 49 46.9,277 37 44.6,248.9
4402,SHK6,A,77001P574,Sandy Hook 6,40 28 17.4,285 59 17.3,-24.5
4403,TXBA,A,77001P666,BOTA EL PASO,31 45 56.1,253 33 12.8,1113.1
4404,TXBN,A,77001P671,BONHAM,33 36 24.2,263 49 28.8,160.5
4405,TXPE,A,77001P759,Presidio,29 33 31.1,255 38 33.4,766.6
4406,TXCR,A,77001P693,CLARKSVILLE,33 36 39.3,264 55 41.4,105
4407,TXBC,A,77001P667,BAY CITY,28 59 59.3,264 01 39.4,-7.4
4408,ALDI,A,49396M001,Dauphin Island,30 14 57.0,271 55 19.2,-19.2
4409,IDNP,A,77000P464,GRANGEVILLE APT,45 56 22.9,243 52 43.4,996.6
4410,RRW1,A,77001P527,ROCK RIVER COOP,42 21 04.0,270 56 31.1,191.5
4411,BJPA,A,32703M001,PARAKOU,9 21 27.0,2 37 32.3,423.9
4412,BJSA,A,32706M001,Savalou,7 55 39.9,1 59 35.5,163.5
4413,SC01,A,77001P547,NMT SOCORRO,34 04 04.6,253 02 00.4,2097.4
4414,AST2,A,77000P150,AUSTIN 2,39 23 25.5,242 41 29.0,1760.2
4415,OHAL,A,77001P141,ALLEN COUNTY,40 46 09.7,275 53 34.9,233.9
4416,CLGO,A,49935M001,"College Geo Obs, Alask",64 52 25.5,212 08 22.2,196.1
4417,TXED,A,77001P701,Edna,28 58 05.6,263 21 57.4,-7.1
4418,TXGZ,A,77001P712,Gonzales,29 31 23.7,262 33 38.9,84.8
4419,BJKA,A,32704M001,KANDI,11 07 29.0,2 55 40.7,317.2
4420,SCCB,A,77001P549,BELLVILLE,38 30 46.1,270 00 54.1,157.1
4421,TXCU,A,77001P696,CUERO,29 08 01.9,262 43 25.2,52.8
4422,HTV6,A,77000P423,Hartsville 6,36 21 27.3,273 54 36.8,167.5
4423,NCCA,A,77000P962,CARTHAGE,35 20 30.0,280 36 54.8,148.2
4424,NCST,A,77001P009,Statesville,35 51 19.7,279 09 04.5,227.5
4425,DP4A,A,77000P309,KNOLLWOOD PW COOP,41 42 49.4,272 04 06.4,159.5
4426,LEV5,A,77000P586,Level Island 5,56 27 56.4,226 54 25.9,25.4
4427,MC06,A,77000P655,MACK,39 13 21.1,251 08 54.0,1392.5
4428,MC08,A,77000P657,COLLBRAN,39 14 08.5,252 01 20.4,1834.9
4429,MIAL,A,77000P687,Alpena,45 03 46.7,276 34 17.1,144.7
4430,PKTN,A,49649S001,Piketon,39 02 43.6,276 58 32.1,143.2
4431,ICT5,A,77000P454,Wichita ICT5,37 47 12.0,262 22 27.2,411.1
4432,TXSY,A,77001P792,SEYMOUR,33 36 08.7,260 44 29.6,367.3
4433,LEV6,A,77000P587,Level Island 6,56 27 56.3,226 54 27.4,25.4
4434,WVS5,A,77001P893,Saint Mary's,39 25 45.2,278 49 58.9,226.4
4435,TXWT,A,77001P806,EL PASO W AREAOFF,31 52 12.4,253 33 26.3,1193.4
4436,CNC1,A,77000P270,RANGELY,40 04 37.5,251 12 37.5,1650.6
4437,MC10,A,77000P659,MONTROSE,38 27 20.1,252 07 17.5,1808.6
4438,AB17,A,77000P013,UnalakleetAK2008,63 53 10.8,199 18 18.9,117.5
4439,P474,A,77001P361,FALLBROOK_CS2004,33 21 18.6,242 45 04.7,182.9
4440,P066,A,77001P250,JacumbaAp_CS2004,32 36 59.4,243 49 48.7,822.9
4441,P482,A,77001P365,LAKHENSHAWCS2004,33 14 24.6,243 19 42.9,878.7
4442,CCJM,A,21732S003,"Ogasawara, Japan",27 05 44.0,142 11 04.4,208.8
4443,NCPO,A,77000P996,POLKTON,34 59 33.1,279 49 22.1,83.6
4444,IANA,A,77000P443,NEW ALBIN,43 29 49.4,268 42 33.4,172.3
4445,MNRM,A,77000P803,RUSHMORE,43 38 14.5,264 13 47.5,488.8
4446,MIMU,A,77000P726,Munising,46 22 37.4,273 21 39.4,234.7
4447,MINW,A,77000P732,Norway,45 47 24.3,272 04 54.2,255.9
4448,SUP2,A,49623S001,Escanaba,45 44 58.1,272 55 35.3,153.8
4449,P589,A,77001P394,BlackMtQryCS2005,34 37 14.4,242 53 23.3,1148
4450,AC19,A,77000P041,FarewellMTAK2008,62 31 09.1,206 23 33.6,546.5
4451,AC27,A,77000P045,AC27MNEIL_AK2004,59 15 09.0,205 50 13.6,417.5
4452,AC48,A,77000P056,NakedIsl__AK2007,60 38 45.1,212 39 25.1,379.5
4453,AC57,A,77000P061,ThompsonPaAK2006,61 08 18.9,214 15 26.2,826.4
4454,AC63,A,77000P066,ATTPS_____AK2004,63 30 08.7,214 09 09.9,815.1
4455,AC70,A,77000P067,Brokebits_AK2003,63 18 16.9,211 48 42.0,810.9
4456,AC71,A,77000P068,DeltaJunc_AK2003,64 02 57.4,214 17 10.9,364
4457,AC72,A,77000P069,DonnellyC_AK2002,63 41 42.2,214 06 44.2,558.8
4458,AC74,A,77000P070,Cantwello_AK2002,63 27 51.6,211 11 33.8,668.6
4459,AC76,A,77000P072,LogCabin__AK2008,63 02 23.9,216 44 28.2,1585.3
4460,TN11,A,77001P612,TDOT District 11,36 21 41.9,277 36 26.0,447.9
4461,TN12,A,77001P613,TDOT District 12,36 14 52.9,276 42 48.9,335.9
4462,TN14,A,77001P615,TDOT District 14,36 24 27.3,275 56 05.3,328.3
4463,TN18,A,77001P619,TDOT DISTRICT 18,36 21 57.0,277 49 17.7,444.6
4464,TN24,A,77001P624,TDOT District 24,36 08 03.7,274 30 02.1,308.3
4465,TN31,A,77001P631,TDOT District 31,36 10 13.0,273 07 45.5,111.9
4466,TN32,A,77001P632,TDOT District 32,36 23 48.5,273 35 40.2,173.1
4467,TN35,A,77001P635,TDOT District 35,36 06 14.1,272 22 38.4,230.2
4468,TN38,A,77001P638,TDOT Murfreesboro,35 53 46.0,273 33 22.6,140.1
4469,TN41,A,77001P641,TDOT District 41,36 07 34.9,271 29 14.1,115.2
4470,DSTR,A,77000P318,Destrehan H.S.,29 57 52.4,269 37 03.9,-20
4471,TN34,A,77001P634,TDOT District 34,35 25 34.7,273 17 16.0,229.1
4472,TN37,A,77001P637,TDOT Columbia,35 36 13.7,272 54 22.2,192.7
4473,TN43,A,77001P643,TDOT District 43,35 13 42.8,271 23 45.8,121.1
4474,TN44,A,77001P644,TDOT District 44,35 38 25.5,271 04 51.3,91.1
4475,P483,A,77001P366,JULIANBIN_CS2004,33 03 32.9,243 25 50.4,1375.6
4476,1NSU,A,77000P002,NORTHWESTERN S.U.,31 45 02.8,266 54 08.6,28.1
4477,ADKS,A,49446M001,Addicks 1795 CORS ARP,29 47 27.4,264 24 48.9,2.8
4478,TN13,A,77001P614,TDOT District 13,35 56 37.0,276 47 33.5,359.2
4479,TN15,A,77001P616,TDOT District 15,36 00 08.2,276 13 46.0,270.2
4480,TN16,A,77001P617,TDOT District 16,35 54 09.8,275 23 55.6,216.7
4481,TN21,A,77001P622,TDOT District 21,35 03 51.7,274 47 34.0,196.3
4482,TN22,A,49450M001,TDOT District 22,35 23 25.7,274 37 19.0,206.2
4483,TN23,A,77001P623,TDOT District 23,35 55 10.7,275 00 02.4,526.2
4484,TN25,A,77001P625,TDOT District 25,35 22 01.4,273 48 39.1,301.3
4485,NCET,A,77000P969,Elizabethtown,34 39 13.6,281 28 48.2,-10.9
4486,MNEY,A,77000P777,EYOTA,43 57 20.2,267 47 40.5,370.9
4487,MNMA,A,77000P792,MILACA,45 52 32.8,266 20 09.2,339
4488,MNWN,A,77000P816,WINONA,44 03 54.0,268 17 14.4,178.7
4489,RIOP,A,42006M001,"Riobamba, Ecuador",-1 39 02.1,281 20 56.0,2817.2
4490,MC09,A,77000P658,NUCLA,38 14 35.6,251 26 30.6,1793
4491,PKTN,A,49649S001,Piketon,39 02 43.6,276 58 32.1,143.2
4492,LOYK,A,77000P612,LOYOLA LOYK,39 07 51.8,283 12 33.7,34
4493,MDR6,A,77000P670,Medora 6,46 54 19.3,256 43 31.8,822.2
4494,MIBX,A,77000P692,Baraga,46 45 50.8,271 29 13.1,193.8
4495,MIIR,A,77000P711,Iron River,46 04 49.4,271 21 59.8,470
4496,SUP3,A,49629S001,Newberry,46 18 09.5,274 29 13.9,221.7
4497,ISLK,A,49986M001,ISLK_SCGN_CS1999,35 39 44.1,241 31 32.5,823.4
4498,WNFL,A,49488M001,Winnfield,31 53 50.0,267 13 05.1,68
4499,NCAL,A,77000P955,ALBEMARLE,35 20 17.3,279 47 11.4,111.3
4500,TN17,A,77001P618,TDOT DISTRICT 17,35 48 48.1,275 59 42.4,280
4501,LOY2,A,49388M001,LOYOLA 2 COOP,36 45 50.4,283 45 43.9,-24.8
4502,BRU6,A,77000P209,Brunswick 6,43 53 22.9,290 03 12.1,4.9
4503,ISER,A,77000P512,Iraq Survey Erbil,36 09 35.4,44 00 39.3,431.3
4504,BJNI,A,32702M001,Nikki,9 57 04.5,3 12 14.5,411
4505,AC23,A,77000P042,Soldotna__AK2007,60 28 30.3,209 07 19.3,80.8
4506,POT5,A,77001P490,Potato Point 5,61 03 22.5,213 18 11.3,36
4507,POT6,A,77001P491,Potato Point 6,61 03 22.7,213 18 09.5,37.2
4508,UAAG,A,77001P808,U ALASKA COOP,61 11 27.8,210 10 33.2,66.4
4509,WIKR,A,77001P860,Wicker84K_AK2008,63 33 09.8,209 04 40.0,1188.8
4510,AB43,A,77000P025,CapeSpenceAK2007,58 11 55.8,223 21 33.0,27
4511,AB44,A,49401M001,SkagwayUSCAK2005,59 31 40.9,224 46 18.1,304.2
4512,AIS5,A,49998M001,Annette Island 5,55 04 08.6,228 24 01.6,32.3
4513,AIS6,A,77000P082,Annette Island 6,55 04 07.9,228 24 02.8,32.4
4514,GAST,A,49561S001,Gaston,35 18 39.8,278 48 40.4,212.4
4515,MNBV,A,77000P768,BEAVER CREEK,43 36 29.9,263 37 18.6,416.6
4516,LOYW,A,77000P619,LOYOLA LOYW,37 31 41.0,284 09 07.3,-23.8
4517,NCJL,A,77000P980,JORDAN LAKE,35 46 52.5,280 57 56.0,44.6
